Q100,nearNeighbor,Q103,Q100a,neighborhood,city,lat,lon,UNWPP_joined,Count
Tulambo,Bukavu,Democratic Republic Of The Congo,Village,Kayole,Nairobi,28.40871,-3.41971,45,1
Tumaini Area~ Rongai,Nairobi,Kenya,Village,Ongata Rongai,Nairobi,36.8172449,-1.2832533,5332,1
Tumu,Bolgatanga,Ghana,Town,Old Fadama,Accra,-1.9859257,10.8753671,17,1
Tumu,Wa,Ghana,Town,Old Fadama,Accra,-1.9859257,10.8753671,17,2
Turffontain,Phuthaditjhaba,South Africa,Village,Katlehong,Johannesburg,28.816303,-28.534154,1215,1
Tutsi,Bujumbura,Burundi,Village,Kawangware,Nairobi,29.3675028,-3.3638125,9777,1
Tutu,Aburi,Ghana,Town,James Town,Accra,-0.1752664,5.8474757,272,1
Twereso,Oda,Ghana,Village,James Town,Accra,-0.582117,6.4100645,156,1
Twifo Praso,Cape Coast,Ghana,Town,Madina,Accra,-1.5497035,5.611593,76,1
Tzaneen,Tzaneen,South Africa,Town,Katlehong,Johannesburg,30.1611111,-23.8319444,643,1
Uae,Kitui,Kenya,Village,Kawangware,Nairobi,38.37281165,-1.56422195,10,1
Uduma,Siaya,Kenya,Village,Kayole,Nairobi,34.2261603,0.2193103,449,1
Ugunja,Siaya,Kenya,Town,Ongata Rongai,Nairobi,34.2964709,0.1811616,702,1
Uhucheke,Enugu,Nigeria,Town,James Town,Accra,7.4143061,6.5536094,361,1
Ukwala,Siaya,Kenya,Village,Kawangware,Nairobi,34.1894,0.1933,613,1
Ukwala-Siaya,Siaya,Kenya,Village,Kawangware,Nairobi,34.20013501,-0.06040135,158,1
Ulundi,Ulundi,South Africa,City,Katlehong,Johannesburg,31.4294444,-28.2919443,839,1
Umkhomazi,Durban,South Africa,Village,Berea,Johannesburg,27.8665262,-26.2763572,17460,1
Unity States,Bentiu,South Sudan,Town,Kawangware,Nairobi,29.8003988,9.2480864,39,1
Upper Nile,Juba,South Sudan,Village,Ongata Rongai,Nairobi,33,9,53,2
Upper Nill,Juba,South Sudan,City,Ongata Rongai,Nairobi,31.5951655,4.8472017,29,1
Uriri,Migori,Kenya,Village,Ongata Rongai,Nairobi,34.4545501,0.0249517,265,1
Uvira,Bukavu,Congo-Brazzaville,Village,Ongata Rongai,Nairobi,29.00714089,-3.1982504,#N/A,1
Uvira,Bukavu,Democratic Republic Of The Congo,Town,Ongata Rongai,Nairobi,29.00714089,-3.1982504,202,1
Uvira,Bukavu,Democratic Republic Of The Congo,Village,Kayole,Nairobi,29.00714089,-3.1982504,202,2
Uvira,Kinshasa,Democratic Republic Of The Congo,Town,Kayole,Nairobi,29.00714089,-3.1982504,202,1
Uvira,Kinshasa,Democratic Republic Of The Congo,Village,Kayole,Nairobi,29.00714089,-3.1982504,202,1
Vanterpoet,Makhado,South Africa,Village,Diepsloot,Johannesburg,29.906665,-23.038326,1129,1
Vhufuli,Thohoyandou,South Africa,Village,Diepsloot,Johannesburg,30.4596582,-22.9676429,737,1
Vibokoboko,Kinshasa,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,15.3125974,-4.3217055,44622,1
Victoria Falls,Victoria Falls,Zimbabwe,Town,Berea,Johannesburg,25.8490239,-17.9229035,1261,1
Vihiga,Mbale,Kenya,Town,Kawangware,Nairobi,34.70803391,0.0831199,2121,1
Viura,Katanga,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,37.3674345,-1.3126837,27,1
Vlabus,Vlabus,Zimbabwe,City,Berea,Johannesburg,28.5887063,-20.1560599,1683,1
Vlaklaagte,Pretoria,South Africa,Village,Diepsloot,Johannesburg,28.8572222,-25.3819444,1648,1
Vleinfontein,Makhado,South Africa,Village,Berea,Johannesburg,29.906665,-23.038326,1129,1
Voga,Lome,Togo,Town,Madina,Accra,1.215829,6.130419,9954,1
Wa,Tumu,Ghana,City,Old Fadama,Accra,-2.5054273,10.0623261,69,1
Wagai,Siaya,Kenya,Village,Kayole,Nairobi,34.4337351,0.0529253,468,1
Wagai-Gem,Siaya,Kenya,Town,Ongata Rongai,Nairobi,34.20013501,-0.06040135,158,1
Wagai-Gem Siaya,Siaya,Kenya,Village,Kawangware,Nairobi,34.20013501,-0.06040135,158,1
Wakooli,Mbale,Uganda,Town,Kawangware,Nairobi,38.3802196,-3.4002674,#N/A,1
Walam,Niamey,Niger,Town,Madina,Accra,2.109823,13.524834,3747,1
Walewale,Bolgatanga,Ghana,Town,Old Fadama,Accra,-0.802274,10.347691,47,1
Walewale,Tamale,Ghana,Town,Madina,Accra,-0.802274,10.347691,47,1
Walewale,Tamale,Ghana,Village,Old Fadama,Accra,-0.802274,10.347691,47,1
Wamanafo,Berekum7,Ghana,Town,Madina,Accra,-2.716394,7.264392,139,1
Warrap,Warrap,South Sudan,City,Kawangware,Nairobi,28.5,8.5,23,1
Warri,Ogunu,Nigeria,City,Madina,Accra,5.75,5.517,873,1
Wathorego,Kisumu,Kenya,Village,Kayole,Nairobi,34.7541761,-0.1029109,1919,1
Wau,Tonj,Sudan,Town,Kawangware,Nairobi,34.733333,15.183333,4,1
Webuye,Bungoma,Kenya,Town,Kawangware,Nairobi,34.7687756,0.607628,2291,1
Welgeval,Rustenburg,South Africa,Village,Diepsloot,Johannesburg,27.2502778,-25.1955556,1112,1
Welkom,Mannies,South Africa,City,Berea,Johannesburg,26.737969,-27.982298,238,1
Weme,Porto-Novo,Benin,Village,James Town,Accra,2.6253361,6.4990718,60,1
Wenchi,Techiman,Ghana,Town,Old Fadama,Accra,-2.103519,7.738011,84,1
Woe,Anloga,Ghana,Village,Old Fadama,Accra,0.9558367,5.8336832,297,1
Woodford,Bergville,South Africa,Village,Berea,Johannesburg,29.2965039,-28.6906502,835,1
Wori,Delta,Nigeria,Town,Madina,Accra,8.3926,6.7267,168,1
Wote,Makueni,Kenya,City,Kawangware,Nairobi,37.6290353,-1.7803167,358,1
Wulensi,Bimbilla,Ghana,Town,Old Fadama,Accra,0.001288,8.654739,132,1
Xai Xai,Xai Xai,Mozambique,City,Berea,Johannesburg,33.64073,-25.044479,1102,1
Xai-Xai,Xai-Xai,Mozambique,Village,Berea,Johannesburg,33.64073,-25.044479,1102,1
Xikundu,Malamulele,South Africa,Village,Berea,Johannesburg,30.6984545,-23.0037093,1187,1
Yaba,Yaba,Nigeria,City,Madina,Accra,-0.1731851,5.6299153,#N/A,1
Yala,Siaya,Kenya,Town,Kayole,Nairobi,34.6717329,0.1610837,684,1
Yala,Siaya,Kenya,Village,Kawangware,Nairobi,34.6717329,0.1610837,684,1
Yala,Siaya,Kenya,Village,Kayole,Nairobi,34.6717329,0.1610837,684,1
Yamoussoukro,Lake Region,Ivory Coast,City,Berea,Johannesburg,-5.273263,6.809107,#N/A,1
Yamoussoukro,Millionaire,Ivory Coast,City,Old Fadama,Accra,-5.273263,6.809107,#N/A,1
Yatta,Machakos,Kenya,Village,Ongata Rongai,Nairobi,38.4777678,-2.8063897,0,1
Yendi,Gushiegu,Ghana,Town,Old Fadama,Accra,-0.0035068,9.4466478,68,3
Yendi,Tamale,Ghana,Town,Old Fadama,Accra,-0.0035068,9.4466478,68,2
Yeoville,Yeoville,South Africa,City,Berea,Johannesburg,28.0641667,-26.1838889,20324,1
Yesaya,Karonga,Malawi,Village,Berea,Johannesburg,33.5474433,-11.7147743,125,1
Youville,Johannesburg,South Africa,Town,Berea,Johannesburg,28.049722,-26.205,24049,1
Zabsugu,Tatale,Ghana,Village,Old Fadama,Accra,-0.0035068,9.4466478,83,1
Zabsugu,Yendi,Ghana,Village,Old Fadama,Accra,-0.0035068,9.4466478,83,1
Zabzugu,Yendi,Ghana,Town,Old Fadama,Accra,0.367064,9.294058,83,1
Zandamela,Nyembani,Mozambique,Village,Diepsloot,Johannesburg,34.6160546,-24.7467846,72,1
Zanderi,Niamey,Niger,Village,James Town,Accra,2.109823,13.524834,3747,1
Zimbabwe,Makokoba,Zimbabwe,City,Berea,Johannesburg,29.7468414,-18.4554963,36,1
Zimbabwe In A Village Called Kays,Harare,Zimbabwe,Village,Katlehong,Johannesburg,31.045686,-17.831773,3201,1
Zongo Mahir,Kete Krachi,Ghana,Village,Old Fadama,Accra,-0.04914,7.798442,101,1
Zuarungu,Bolgatanga,Ghana,Town,James Town,Accra,-0.8487322,10.7853963,295,1
Zulu,Soweto,South Africa,City,Kawangware,Nairobi,27.89,-26.2227778,16429,1
Zwide,Port Elizabeth,South Africa,Town,Katlehong,Johannesburg,25.5598813,-33.8649,10029,1
Limpopo,Tando,South Africa,Village,Diepsloot,Johannesburg,29.3959199,-23.4735288,1,1
